name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"İstanbul, Türkiye",2020-08-05,83.4,71.5,77.4,84.9,71.5,78.1,64.5,65.1,0.0,0.0,0.0,,0.0,0.0,25.5,17.1,45.1,1009.2,15.8,8.0,220.6,19.0,9.0,,2020-08-05T06:03:58,2020-08-05T20:15:26,0.56,Clear,Clear conditions throughout the day.,clear-day,"D8508,LTBA,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999,LTFJ"
"İstanbul, Türkiye",2020-08-06,83.3,71.9,77.8,87.4,71.9,79.3,68.2,72.9,0.0,0.0,0.0,,0.0,0.0,26.6,17.1,39.0,1010.6,25.1,8.0,171.2,14.9,8.0,,2020-08-06T06:04:57,2020-08-06T20:14:14,0.59,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"17068099999,D8508,LTBA,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999,LTFJ"
"İstanbul, Türkiye",2020-08-07,84.5,74.1,79.0,89.5,74.1,80.7,69.6,73.6,0.0,0.0,0.0,,0.0,0.0,23.5,14.9,36.1,1009.4,16.9,7.9,294.9,25.5,9.0,,2020-08-07T06:05:57,2020-08-07T20:12:59,0.62,Clear,Clear conditions throughout the day.,clear-day,"LTBA,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999,LTFJ"
"İstanbul, Türkiye",2020-08-08,83.6,76.4,79.5,90.0,76.4,81.8,71.5,76.8,0.0,0.0,0.0,,0.0,0.0,30.9,17.8,35.2,1006.8,55.1,8.0,193.9,16.7,7.0,,2020-08-08T06:06:56,2020-08-08T20:11:44,0.65,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D8508,LTBA,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999,LTFJ"
"İstanbul, Türkiye",2020-08-09,84.1,76.5,79.7,90.3,76.5,82.0,71.4,76.1,0.0,0.0,0.0,,0.0,0.0,33.1,20.1,23.8,1007.2,54.8,8.1,116.8,10.1,6.0,,2020-08-09T06:07:55,2020-08-09T20:10:27,0.68,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D8508,LTBA,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999,LTFJ"
"İstanbul, Türkiye",2020-08-10,85.8,74.3,79.6,88.6,74.3,80.9,68.1,69.0,0.0,0.0,0.0,,0.0,0.0,25.5,17.7,35.3,1010.6,28.5,8.0,223.0,19.3,8.0,,2020-08-10T06:08:55,2020-08-10T20:09:09,0.72,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D8508,LTBA,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999,LTFJ"
"İstanbul, Türkiye",2020-08-11,84.8,71.6,79.2,87.1,71.6,80.4,66.8,66.8,0.0,0.0,0.0,,0.0,0.0,22.8,15.0,42.2,1013.4,11.7,8.0,279.0,24.1,8.0,,2020-08-11T06:09:54,2020-08-11T20:07:50,0.75,Clear,Clear conditions throughout the day.,clear-day,"LTBA,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999,LTFJ"
"İstanbul, Türkiye",2020-08-12,85.6,73.4,79.8,88.3,73.4,80.9,65.4,62.7,0.0,0.0,0.0,,0.0,0.0,21.5,13.7,41.8,1013.2,3.1,8.0,212.6,18.5,8.0,,2020-08-12T06:10:54,2020-08-12T20:06:29,0.78,Clear,Clear conditions throughout the day.,clear-day,"D8508,LTBA,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999,LTFJ"
"İstanbul, Türkiye",2020-08-13,85.0,73.0,79.3,88.6,73.0,80.9,67.9,68.7,0.0,0.0,0.0,,0.0,0.0,25.9,15.4,41.6,1014.0,15.8,8.0,221.5,19.2,8.0,,2020-08-13T06:11:54,2020-08-13T20:05:08,0.81,Clear,Clear conditions throughout the day.,clear-day,"17068099999,D8508,LTBA,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999,LTFJ"
"İstanbul, Türkiye",2020-08-14,81.2,72.3,76.9,81.7,72.3,77.1,63.1,63.5,0.0,0.0,0.0,,0.0,0.0,25.7,14.7,53.4,1014.1,6.4,8.0,223.8,19.4,8.0,,2020-08-14T06:12:54,2020-08-14T20:03:45,0.85,Clear,Clear conditions throughout the day.,clear-day,"D8508,LTBA,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999,LTFJ"
"İstanbul, Türkiye",2020-08-15,82.8,70.1,76.5,84.4,70.1,76.9,61.5,60.0,0.0,0.0,0.0,,0.0,0.0,26.2,15.7,53.4,1012.9,8.2,8.0,291.4,25.2,9.0,,2020-08-15T06:13:54,2020-08-15T20:02:21,0.88,Clear,Clear conditions throughout the day.,clear-day,"LTBA,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999,LTFJ"
"İstanbul, Türkiye",2020-08-16,80.6,71.2,75.7,81.5,71.2,75.9,61.2,61.1,0.0,0.0,0.0,,0.0,0.0,30.0,17.2,43.6,1011.9,22.5,8.1,161.1,14.0,7.0,,2020-08-16T06:14:54,2020-08-16T20:00:57,0.91,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"17068099999,D8508,LTBA,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999,LTFJ"
"İstanbul, Türkiye",2020-08-17,79.7,71.1,75.4,79.7,71.1,75.4,59.3,57.7,0.0,0.0,0.0,,0.0,0.0,28.6,16.8,45.1,1012.8,26.5,8.1,135.5,11.8,6.0,,2020-08-17T06:15:54,2020-08-17T19:59:31,0.94,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D8508,LTBA,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999,LTFJ"
"İstanbul, Türkiye",2020-08-18,80.1,69.7,75.2,82.1,69.7,75.3,62.9,65.8,0.0,0.0,0.0,,0.0,0.0,24.6,14.7,35.3,1009.8,29.9,8.2,156.9,13.4,6.0,,2020-08-18T06:16:53,2020-08-18T19:58:04,0.98,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D8508,LTBA,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999,LTFJ"
"İstanbul, Türkiye",2020-08-19,81.6,67.8,75.8,84.4,67.8,76.4,64.7,69.6,0.0,0.0,0.0,,0.0,0.0,19.7,13.1,32.6,1006.6,17.0,8.2,203.5,17.5,8.0,,2020-08-19T06:17:53,2020-08-19T19:56:36,0.0,Clear,Clear conditions throughout the day.,clear-day,"D8508,LTBA,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999,LTFJ"
"İstanbul, Türkiye",2020-08-20,77.8,67.4,72.6,77.8,67.4,72.6,64.1,75.1,0.202,100.0,4.17,rain,0.0,0.0,19.7,7.2,1.8,1007.9,45.9,7.7,186.4,16.1,7.0,,2020-08-20T06:18:53,2020-08-20T19:55:07,0.04,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"D8508,LTBA,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999,LTFJ"
"İstanbul, Türkiye",2020-08-21,82.0,69.9,75.3,85.4,69.9,75.9,66.7,74.9,0.174,100.0,8.33,rain,0.0,0.0,22.4,11.5,16.0,1012.5,39.9,8.1,210.5,18.2,9.0,,2020-08-21T06:19:53,2020-08-21T19:53:38,0.08,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"D8508,LTBA,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999,LTFJ"
"İstanbul, Türkiye",2020-08-22,84.3,68.1,76.9,90.2,68.1,78.6,68.2,75.5,0.0,0.0,0.0,,0.0,0.0,20.1,12.8,25.4,1014.1,7.6,7.8,205.2,17.7,8.0,,2020-08-22T06:20:53,2020-08-22T19:52:07,0.12,Clear,Clear conditions throughout the day.,clear-day,"D8508,LTBA,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999,LTFJ"
"İstanbul, Türkiye",2020-08-23,83.4,70.5,77.2,86.4,70.5,78.2,67.2,72.2,0.0,0.0,0.0,,0.0,0.0,23.7,14.4,44.1,1011.9,26.8,8.0,151.2,13.0,7.0,,2020-08-23T06:21:53,2020-08-23T19:50:36,0.15,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D8508,LTBA,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999,LTFJ"
"İstanbul, Türkiye",2020-08-24,83.0,72.0,77.1,87.5,72.0,78.2,67.4,72.6,0.0,0.0,0.0,,0.0,0.0,26.4,16.5,44.9,1010.0,19.3,8.1,171.8,15.0,6.0,,2020-08-24T06:22:53,2020-08-24T19:49:03,0.19,Clear,Clear conditions throughout the day.,clear-day,"D8508,LTBA,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999,LTFJ"
"İstanbul, Türkiye",2020-08-25,82.6,71.5,77.1,84.4,71.5,77.7,64.9,66.8,0.0,0.0,0.0,,0.0,0.0,19.0,12.7,35.9,1009.9,8.9,8.1,195.5,16.9,7.0,,2020-08-25T06:23:53,2020-08-25T19:47:31,0.25,Clear,Clear conditions throughout the day.,clear-day,"D8508,LTBA,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999,LTFJ"
"İstanbul, Türkiye",2020-08-26,81.8,69.5,76.4,84.2,69.5,77.2,66.4,71.5,0.0,0.0,0.0,,0.0,0.0,20.6,12.5,44.6,1012.4,25.8,8.2,172.6,15.1,7.0,,2020-08-26T06:24:52,2020-08-26T19:45:57,0.26,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D8508,LTBA,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999,LTFJ"
"İstanbul, Türkiye",2020-08-27,82.0,67.9,76.1,85.0,67.9,76.8,65.4,70.0,0.0,0.0,0.0,,0.0,0.0,16.3,10.5,25.8,1012.0,24.9,8.1,199.7,17.1,8.0,,2020-08-27T06:25:52,2020-08-27T19:44:22,0.29,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D8508,LTBA,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999,LTFJ"
"İstanbul, Türkiye",2020-08-28,85.8,64.8,76.8,86.4,64.8,77.4,61.8,61.1,0.0,0.0,0.0,,0.0,0.0,21.7,13.6,30.4,1011.2,0.0,8.2,272.7,23.5,8.0,,2020-08-28T06:26:52,2020-08-28T19:42:47,0.33,Clear,Clear conditions throughout the day.,clear-day,"LTBA,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999,LTFJ"
"İstanbul, Türkiye",2020-08-29,84.9,72.4,78.6,88.7,72.4,80.2,63.5,61.0,0.0,0.0,0.0,,0.0,0.0,24.8,15.3,43.2,1011.5,6.2,8.2,270.7,23.3,8.0,,2020-08-29T06:27:52,2020-08-29T19:41:12,0.36,Clear,Clear conditions throughout the day.,clear-day,"LTBA,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999,LTFJ"
"İstanbul, Türkiye",2020-08-30,84.2,73.9,78.4,88.7,73.9,80.1,69.2,73.7,0.0,0.0,0.0,,0.0,0.0,18.8,13.1,31.3,1012.3,30.1,8.2,188.2,16.2,8.0,,2020-08-30T06:28:51,2020-08-30T19:39:35,0.4,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"17068099999,D8508,LTBA,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999,LTFJ"
"İstanbul, Türkiye",2020-08-31,82.2,70.8,76.8,85.4,70.8,77.5,67.2,72.6,0.0,0.0,0.0,,0.0,0.0,19.9,12.7,30.2,1011.3,39.6,8.1,165.7,14.4,8.0,,2020-08-31T06:29:51,2020-08-31T19:37:58,0.43,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"17068099999,D8508,LTBA,17063099999,17119099999,17061099999,17022399999,17064099999,17059099999,17060099999,LTFJ"
"İstanbul, Türkiye",2020-09-01,82.7,70.5,77.2,86.1,70.5,78.5,67.5,72.9,0.0,0.0,0.0,,0.0,0.0,18.8,12.6,34.7,1006.8,14.1,8.2,197.0,16.8,8.0,,2020-09-01T06:30:50,2020-09-01T19:36:21,0.47,Clear,Clear conditions throughout the day.,clear-day,"D8508,LTBA,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999,LTFJ"
"İstanbul, Türkiye",2020-09-02,84.0,70.6,77.1,87.5,70.6,78.2,68.2,74.9,0.001,100.0,4.17,rain,0.0,0.0,18.6,12.7,38.8,1010.3,9.5,7.8,186.8,16.2,8.0,,2020-09-02T06:31:50,2020-09-02T19:34:43,0.5,Rain,Clear conditions throughout the day with morning rain.,rain,"D8508,LTBA,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999,LTFJ"
"İstanbul, Türkiye",2020-09-03,83.4,72.0,77.8,87.8,72.0,79.5,69.2,75.5,0.0,0.0,0.0,,0.0,0.0,17.0,12.2,37.3,1014.2,14.9,8.1,187.8,16.3,7.0,,2020-09-03T06:32:49,2020-09-03T19:33:04,0.54,Clear,Clear conditions throughout the day.,clear-day,"D8508,LTBA,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999,LTFJ"
"İstanbul, Türkiye",2020-09-04,80.5,71.0,75.1,83.6,71.0,75.2,66.3,74.5,0.003,100.0,4.17,rain,0.0,0.0,28.6,15.1,7.5,1015.5,52.1,8.0,61.0,5.3,4.0,,2020-09-04T06:33:49,2020-09-04T19:31:25,0.57,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"D8508,LTBA,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999,LTFJ"
"İstanbul, Türkiye",2020-09-05,77.0,69.5,72.6,77.0,69.5,72.6,61.1,67.9,0.118,100.0,8.33,rain,0.0,0.0,26.8,12.2,358.6,1016.3,46.1,8.1,97.3,8.5,5.0,,2020-09-05T06:34:48,2020-09-05T19:29:46,0.6,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"D8508,LTBA,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999,VRKZ7,LTFJ"
"İstanbul, Türkiye",2020-09-06,81.1,64.3,73.1,83.1,64.3,73.2,62.3,69.5,0.0,0.0,0.0,,0.0,0.0,17.9,10.5,22.8,1014.0,6.2,8.2,181.5,15.6,8.0,,2020-09-06T06:35:47,2020-09-06T19:28:06,0.64,Clear,Clear conditions throughout the day.,clear-day,"17068099999,D8508,LTBA,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999,VRKZ7,LTFJ"
"İstanbul, Türkiye",2020-09-07,81.0,67.9,75.2,83.6,67.9,75.7,65.5,72.4,0.0,0.0,0.0,,0.0,0.0,22.6,13.9,40.8,1014.9,11.5,8.0,175.3,15.2,7.0,,2020-09-07T06:36:47,2020-09-07T19:26:26,0.67,Clear,Clear conditions throughout the day.,clear-day,"17068099999,D8508,LTBA,17063099999,17119099999,17061099999,17022399999,17064099999,17059099999,17060099999,VRKZ7,LTFJ"
"İstanbul, Türkiye",2020-09-08,81.6,68.0,75.7,84.9,68.0,76.4,67.5,76.0,0.0,0.0,0.0,,0.0,0.0,26.6,16.9,32.2,1018.8,33.2,8.1,191.1,16.6,7.0,,2020-09-08T06:37:46,2020-09-08T19:24:45,0.7,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D8508,LTBA,17063099999,17119099999,17061099999,17022399999,17064099999,17059099999,17060099999,LTFJ"
"İstanbul, Türkiye",2020-09-09,81.3,72.3,76.0,84.3,72.3,76.4,66.6,72.9,0.0,0.0,0.0,,0.0,0.0,30.9,18.5,40.4,1020.8,32.0,8.1,203.0,17.7,7.0,,2020-09-09T06:38:46,2020-09-09T19:23:04,0.73,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D8508,LTBA,17063099999,17119099999,17061099999,17022399999,17064099999,17059099999,17060099999,LTFJ"
"İstanbul, Türkiye",2020-09-10,80.8,68.4,74.9,83.7,68.4,75.2,64.7,70.7,0.0,0.0,0.0,,0.0,0.0,27.7,14.9,35.3,1015.0,20.6,8.1,177.7,15.3,8.0,,2020-09-10T06:39:45,2020-09-10T19:21:23,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D8508,LTBA,17063099999,17119099999,17061099999,17022399999,17064099999,17059099999,17060099999,LTFJ"
"İstanbul, Türkiye",2020-09-11,79.1,70.4,74.7,79.1,70.4,74.7,65.8,73.8,0.0,0.0,0.0,,0.0,0.0,32.0,18.0,34.4,1012.3,39.3,8.1,62.0,5.3,2.0,,2020-09-11T06:40:44,2020-09-11T19:19:42,0.8,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D8508,LTBA,17063099999,17119099999,17061099999,17022399999,17064099999,17059099999,17060099999,VRKZ7,LTFJ"
"İstanbul, Türkiye",2020-09-12,80.0,72.4,76.2,80.0,72.4,76.2,67.2,73.9,0.0,0.0,0.0,,0.0,0.0,31.5,17.5,22.8,1014.3,49.6,8.1,215.3,18.5,8.0,,2020-09-12T06:41:44,2020-09-12T19:18:00,0.83,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LTBA,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999,LTFJ"
"İstanbul, Türkiye",2020-09-13,80.1,74.7,76.3,83.4,74.7,76.4,69.3,79.1,0.021,100.0,8.33,rain,0.0,0.0,27.7,16.8,13.0,1017.2,63.6,8.1,108.8,9.4,5.0,,2020-09-13T06:42:43,2020-09-13T19:16:18,0.87,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"LTBA,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999,LTFJ"
"İstanbul, Türkiye",2020-09-14,81.5,72.5,76.8,84.7,72.5,77.5,67.6,73.8,0.0,0.0,0.0,,0.0,0.0,28.9,17.6,20.5,1020.0,32.3,8.1,183.6,15.8,6.0,,2020-09-14T06:43:43,2020-09-14T19:14:36,0.9,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LTBA,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999,LTFJ"
"İstanbul, Türkiye",2020-09-15,82.0,72.6,76.7,83.7,72.6,77.0,65.2,68.2,0.0,0.0,0.0,,0.0,0.0,32.9,20.2,30.4,1019.6,13.5,8.1,150.4,13.0,7.0,,2020-09-15T06:44:43,2020-09-15T19:12:54,0.93,Clear,Clear conditions throughout the day.,clear-day,"D8508,LTBA,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999,LTFJ"
"İstanbul, Türkiye",2020-09-16,79.2,72.2,75.4,79.2,72.2,75.4,65.6,71.7,0.0,0.0,0.0,,0.0,0.0,32.4,19.1,33.3,1017.2,36.9,8.1,211.9,18.1,7.0,,2020-09-16T06:45:42,2020-09-16T19:11:11,0.96,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LTBA,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999,LTFJ"
"İstanbul, Türkiye",2020-09-17,81.3,70.7,75.3,83.6,70.7,75.6,65.7,72.4,0.0,0.0,0.0,,0.0,0.0,20.6,10.9,11.7,1014.0,34.4,8.2,198.7,17.2,7.0,,2020-09-17T06:46:42,2020-09-17T19:09:29,0.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LTBA,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999,LTFJ"
"İstanbul, Türkiye",2020-09-18,80.1,66.7,74.0,82.3,66.7,74.2,65.7,76.1,0.0,0.0,0.0,,0.0,0.0,28.4,15.1,26.5,1015.2,27.6,8.0,189.0,16.2,6.0,,2020-09-18T06:47:42,2020-09-18T19:07:46,0.03,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LTBA,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999,LTFJ"
"İstanbul, Türkiye",2020-09-19,74.9,67.7,71.2,74.9,67.7,71.2,58.5,64.4,0.004,100.0,4.17,rain,0.0,0.0,32.4,18.2,22.3,1018.6,55.1,8.1,201.3,17.3,7.0,,2020-09-19T06:48:42,2020-09-19T19:06:04,0.07,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"LTBA,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999,LTFJ"
"İstanbul, Türkiye",2020-09-20,71.0,67.1,68.9,71.0,67.1,68.9,58.3,69.3,0.023,100.0,8.33,rain,0.0,0.0,30.0,14.1,27.2,1016.3,74.5,8.0,69.6,6.0,3.0,,2020-09-20T06:49:42,2020-09-20T19:04:21,0.1,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"LTBA,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999,LTFJ"
"İstanbul, Türkiye",2020-09-21,76.0,68.1,72.0,76.0,68.1,72.0,61.0,68.7,0.0,0.0,0.0,,0.0,0.0,28.9,16.6,35.8,1016.7,56.0,8.1,160.3,13.7,5.0,,2020-09-21T06:50:42,2020-09-21T19:02:39,0.14,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LTBA,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999,LTFJ"
"İstanbul, Türkiye",2020-09-22,75.6,66.6,71.4,75.6,66.6,71.4,59.6,66.4,0.0,0.0,0.0,,0.0,0.0,25.1,14.0,39.7,1017.8,41.2,8.1,194.2,16.8,7.0,,2020-09-22T06:51:42,2020-09-22T19:00:56,0.17,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LTBA,17063099999,17119099999,17061099999,17022399999,17064099999,17059099999,17060099999,LTFJ"
"İstanbul, Türkiye",2020-09-23,77.1,65.4,71.0,77.1,65.4,71.0,62.5,74.6,0.0,0.0,0.0,,0.0,0.0,13.9,9.7,345.4,1015.4,43.9,8.1,166.9,14.4,6.0,,2020-09-23T06:52:42,2020-09-23T18:59:14,0.21,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LTBA,17063099999,17119099999,17061099999,17022399999,17064099999,17059099999,17060099999,LTFJ"
"İstanbul, Türkiye",2020-09-24,81.8,64.3,73.3,81.7,64.3,73.3,60.2,66.2,0.0,0.0,0.0,,0.0,0.0,12.8,5.7,53.9,1012.2,25.6,7.8,206.5,17.8,7.0,,2020-09-24T06:53:43,2020-09-24T18:57:32,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LTBA,17063099999,17119099999,17061099999,17022399999,17064099999,17059099999,17060099999,VRKZ7,LTFJ"
"İstanbul, Türkiye",2020-09-25,81.2,71.1,74.6,83.0,71.1,74.8,64.1,70.4,0.001,100.0,4.17,rain,0.0,0.0,14.5,8.4,340.9,1009.8,39.8,7.9,181.8,15.6,7.0,,2020-09-25T06:54:44,2020-09-25T18:55:50,0.27,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"LTBA,17063099999,17119099999,17061099999,17022399999,17064099999,17059099999,17060099999,VRKZ7,LTFJ"
"İstanbul, Türkiye",2020-09-26,86.8,68.3,78.1,86.0,68.3,78.0,61.0,58.3,0.0,0.0,0.0,,0.0,0.0,27.3,9.8,178.0,1003.5,20.6,8.1,186.6,16.2,7.0,,2020-09-26T06:55:44,2020-09-26T18:54:08,0.31,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LTBA,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999,LTFJ"
"İstanbul, Türkiye",2020-09-27,81.7,69.4,75.6,81.6,69.4,75.6,60.5,61.0,0.138,100.0,8.33,rain,0.0,0.0,34.4,20.4,249.6,1010.5,28.3,8.1,202.0,17.4,7.0,,2020-09-27T06:56:45,2020-09-27T18:52:26,0.34,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"LTBA,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999,LTFJ"
"İstanbul, Türkiye",2020-09-28,82.6,65.3,74.4,82.3,65.3,74.4,59.2,60.7,0.0,0.0,0.0,,0.0,0.0,12.8,5.2,280.6,1016.3,16.8,8.2,201.2,17.4,7.0,,2020-09-28T06:57:47,2020-09-28T18:50:45,0.38,Clear,Clear conditions throughout the day.,clear-day,"LTBA,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999,LTFJ"
"İstanbul, Türkiye",2020-09-29,80.2,65.4,71.9,82.2,65.4,72.0,64.4,77.7,0.435,100.0,12.5,rain,0.0,0.0,38.0,11.3,330.9,1010.9,45.3,7.7,165.1,14.3,6.0,,2020-09-29T06:58:48,2020-09-29T18:49:03,0.41,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"LTBA,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999,LTFJ"
"İstanbul, Türkiye",2020-09-30,70.3,61.8,66.6,70.3,61.8,66.6,55.8,69.2,0.012,100.0,12.5,rain,0.0,0.0,20.8,10.5,352.6,1009.4,47.7,8.1,124.5,10.7,6.0,,2020-09-30T06:59:50,2020-09-30T18:47:22,0.45,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"D8508,LTBA,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999,LTFJ"
"İstanbul, Türkiye",2020-10-01,73.5,63.3,67.7,73.5,63.3,67.7,50.1,53.9,0.0,0.0,0.0,,0.0,0.0,18.6,7.4,277.9,1009.2,29.5,8.2,173.1,15.1,6.0,,2020-10-01T07:00:52,2020-10-01T18:45:42,0.48,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LTBA,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999,LTFJ"
"İstanbul, Türkiye",2020-10-02,76.1,62.5,69.7,76.1,62.5,69.7,53.7,58.0,0.0,0.0,0.0,,0.0,0.0,17.0,6.2,228.3,1013.8,4.6,8.2,189.4,16.5,6.0,,2020-10-02T07:01:54,2020-10-02T18:44:02,0.5,Clear,Clear conditions throughout the day.,clear-day,"LTBA,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999,LTFJ"
"İstanbul, Türkiye",2020-10-03,78.3,58.8,69.9,78.3,58.8,69.9,55.2,60.9,0.0,0.0,0.0,,0.0,0.0,10.3,8.2,31.5,1017.0,13.1,8.2,170.3,14.7,7.0,,2020-10-03T07:02:56,2020-10-03T18:42:22,0.55,Clear,Clear conditions throughout the day.,clear-day,"D8508,LTBA,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999,LTFJ"
"İstanbul, Türkiye",2020-10-04,83.4,61.0,72.4,82.1,61.0,72.2,54.5,55.2,0.0,0.0,0.0,,0.0,0.0,10.3,4.2,59.2,1016.9,0.6,8.1,175.0,15.1,7.0,,2020-10-04T07:03:59,2020-10-04T18:40:42,0.58,Clear,Clear conditions throughout the day.,clear-day,"D8508,LTBA,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999,LTFJ"
"İstanbul, Türkiye",2020-10-05,88.8,65.2,75.5,88.4,65.2,75.5,59.1,58.5,0.0,0.0,0.0,,0.0,0.0,13.4,4.8,339.2,1016.3,23.3,8.0,150.7,13.1,6.0,,2020-10-05T07:05:01,2020-10-05T18:39:03,0.62,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D8508,LTBA,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999,LTFJ"
"İstanbul, Türkiye",2020-10-06,88.4,67.5,77.3,87.5,67.5,77.4,61.6,60.4,0.0,0.0,0.0,,0.0,0.0,12.5,6.3,271.1,1013.9,37.1,7.7,148.3,12.8,5.0,,2020-10-06T07:06:05,2020-10-06T18:37:25,0.65,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D8508,LTBA,17063099999,17119099999,17061099999,17022399999,17064099999,17059099999,17060099999,LTFJ"
